kalman_roll,kalman_pich,kalman_yaw
0.0,0.0,0.0
-0.002298098850461354,0.0017009488895174483,5.9857322988088235e-06
-0.005953839312039121,0.004448264739257918,1.352501343852986e-05
-0.009951101954353666,0.007474940957316481,2.036367451274147e-05
-0.013685579052107802,0.010230589638791792,2.5968635036816907e-05
-0.01693440307200713,0.01254348956311614,3.0492203720649527e-05
-0.019435802288339875,0.014295776131119722,3.423899798402605e-05
-0.021258902093554192,0.01568287865740838,3.7513635246733164e-05
-0.022418190501634468,0.016691521394809564,4.048365508965357e-05
-0.023307686433629057,0.017414826104486466,4.4687375482710145e-05
-0.02400839440778777,0.017945066980808663,5.1114803040209706e-05
-0.02470550341010202,0.01821020515341631,5.883685463180277e-05
-0.025343259725425744,0.0184287684139944,6.596490225481175e-05
-0.025701236431992232,0.018672388140630075,7.13261688430578e-05
-0.02578274505190535,0.018841710925193662,7.580404491392243e-05
-0.025764173808870146,0.019032386367814364,7.991638008104299e-05
-0.025731149183910236,0.019195741628365657,8.346517302155816e-05
-0.02588984055652307,0.019291201574126882,8.69682733491053e-05
-0.02611826258036583,0.019309321842331174,9.068460587050314e-05
-0.026221209378174792,0.01930775960859855,9.472078668267704e-05
-0.02616714800461077,0.019354876975660393,9.94271258183817e-05
-0.026016678525351646,0.019329157304881762,0.00010571747553697722
-0.025822641711615683,0.019326728358753535,0.00011298260099889022
-0.02566793581779949,0.019361791209493325,0.00012145096526896072
-0.025581957649535532,0.01940381304130276,0.00013362043118943972
-0.02557671562286072,0.019416971375616515,0.0001505114671166127
-0.025494057817753674,0.01932008338735134,0.00017195653346959702
-0.025268818362119062,0.01926969585145087,0.0001966914679562777
-0.02496968473337801,0.019378088948763316,0.00022267533386408398
-0.024641700348222186,0.019568262585556846,0.00024821750451319946
-0.02429209014672974,0.019721408861661648,0.0002747039891636538
-0.02400365152344325,0.01975330216017114,0.0003041452627860392
-0.024042163456044634,0.02042162776510704,0.00033367792163436057
-0.023988534494798725,0.02006092445406993,0.0003531582056297206
-0.02404461605872937,0.02021037191817749,0.00036934862149138416
-0.024467677198912848,0.020680611157688343,0.0003896513725201682
-0.024462834099126706,0.020158842495434766,0.00040090698618128716
-0.023667986596077183,0.020388667067364752,0.00040386177515321813
-0.023025583471531823,0.02010942462380701,0.0004041206999600369
-0.021852250111157615,0.020171482862396017,0.0003997494399860976
-0.021262911967730336,0.01992135807757326,0.0003877475136465012
-0.02070276720952422,0.019925353148105777,0.000370841246848339
-0.020821069263064554,0.019956537713289136,0.000358260547411148
-0.02045607875509626,0.019744388471762197,0.0003522291224993711
-0.019317581534613583,0.019508084403294868,0.00034935048788238673
-0.01790978871917614,0.019067032977443825,0.0003467307780722211
-0.016317334949332227,0.019141016579652333,0.000341003970580231
-0.015153889760358401,0.01886610408955104,0.000328788812046784
-0.015042237786365745,0.01905301760748622,0.0003092932971804347
-0.016520679470506654,0.01911578166550806,0.00027680584936018215
-0.017012673304108935,0.019868617455467537,0.00023169200948977057
-0.015448988262786807,0.020307176416100713,0.00018831448891214325
-0.01339318328833426,0.02031168295201279,0.00013808307638931504
-0.012571527957443023,0.01958385524064701,6.767075980561734e-05
-0.012306807935930768,0.018430229874562304,-1.2839624244009745e-05
-0.011797710525708216,0.01725470768339059,-0.00010037143981972047
-0.011054604597704775,0.016158948545922168,-0.00019343206156455993
