kalman_roll,kalman_pich,kalman_yaw
0.0,0.0,0.0
-0.0525733767583698,-0.10469003997891307,-0.0006108652381980153
-0.13991899882994774,-0.2717961324467653,-0.0013046336158657615
-0.2390417263994881,-0.4519660745829882,-0.002124938364303096
-0.3375742122252056,-0.6124204905449273,-0.002835287369864788
-0.42377656556632826,-0.7440722289837356,-0.003298672286269283
-0.4892838471966292,-0.8450199636629998,-0.0033920474012509795
-0.522769927507033,-0.9230883508729228,-0.00301331095356821
-0.5339849124044611,-0.9828791396658418,-0.0023212879051524578
-0.5377682967264761,-1.023318776190648,-0.0017069320084504539
-0.5574431738850234,-1.0512570118231646,-0.0011815879036001608
-0.5730835674136872,-1.0737240130565997,-0.0005105088062083411
-0.5656171750176701,-1.090249782957367,0.0002975786374650335
-0.5600860303976452,-1.1019166989480549,0.0009974556675147596
-0.5583417164176567,-1.1053963330020422,0.0014922565104551519
-0.5750474020894395,-1.1055770330071202,0.0020306905846954027
-0.5877428413180388,-1.10394081969632,0.002931280478724477
-0.5829715472726446,-1.102386548642552,0.004193153527916377
-0.5787542587603559,-1.0982760480693643,0.005626068843803722
-0.5894973713768438,-1.094736305052756,0.007248352383532452
-0.6095914531298615,-1.091709557114878,0.009210102462774077
-0.6340038541925818,-1.0873609360966956,0.011581132251608374
-0.656103400641648,-1.0836297613522905,0.014545573986120743
-0.6833206969846599,-1.0813219552533797,0.018317230499680492
-0.6832066472127437,-1.0828910550956292,0.022745130811990102
-0.6615324426869655,-1.0839270093830848,0.027204447050835613
-0.6311249345963,-1.0798391920141452,0.03109740394740897
-0.6169958929240202,-1.0713802608235408,0.03448596069015596
-0.6216044070945342,-1.059744561615302,0.037727909775735424
-0.6252381457838164,-1.0522082108452482,0.04091226299599908
-0.6391362736181682,-1.0346854985187657,0.0440782902591168
-0.649734925123116,-1.0250942353216437,0.04718148566916272
-0.6607668131177128,-1.0126833204594248,0.04988325535124993
-0.6185845667206616,-1.0032942001488407,0.052270865767978174
-0.5852984479479668,-0.9961273107599478,0.05529988468481433
-0.5559445458642922,-0.985492266137121,0.0591256464051859
-0.5210078762207012,-0.9720704199372672,0.06354831072973953
-0.4961885915813039,-0.9684193534767506,0.06861587421290506
-0.4873541672229355,-0.9575742527950968,0.0739312744498538
-0.4888316665050483,-0.9462392979615608,0.07948665745895175
-0.4944900732024493,-0.9295965079195214,0.0853186751544908
-0.5039747547423358,-0.9093560098428296,0.0913531510432612
-0.514028826363824,-0.8894347781812961,0.09744958612047737
-0.5175439238587528,-0.8736025359125279,0.10331301974255233
-0.5033434937590434,-0.8569984239904412,0.1084966476209755
-0.4785171016403172,-0.8314783846442391,0.1127718316237356
-0.4531526677164078,-0.8078610638651474,0.11623456485969234
-0.4285302697634266,-0.7797189768889349,0.11908817818670307
-0.4146031173666585,-0.7603016963410076,0.12148713324356927
-0.4217760648510209,-0.7555724974176077,0.12309196349077807
-0.4097522201261933,-0.7510409057990193,0.12403095062835102
-0.4018856721702022,-0.7514957160104152,0.1249018699250962
-0.39075352255462426,-0.7502402791114213,0.12599270070759264
-0.3809859608664358,-0.7385113076056689,0.1272633004030445
-0.3737828096372296,-0.7228948029574775,0.12841521770936076
-0.3690431339664991,-0.7087685517408574,0.1292992269754959
-0.3663723673259659,-0.6983992147998123,0.13004535523072347
-0.3674391100196298,-0.6999655914493871,0.1307356329498872
-0.36868055409216577,-0.7081439083246432,0.1312347971159576
-0.3684646712507293,-0.7110474877939723,0.13140234872414905
-0.3667356469797301,-0.7041827909751561,0.13134562552345924
-0.3631922173150718,-0.6927969157171615,0.13130111962753338
-0.3615612445542981,-0.6831742986084682,0.13110127942818006
-0.363702961175967,-0.6720021251114863,0.13054801005529784
-0.36468483636728544,-0.6568050400864693,0.12956888034492905
-0.3593602120953239,-0.6416180394493468,0.1282817000215832
-0.3490300359699425,-0.6281631444071177,0.12718388792207874
-0.3406889656132005,-0.613937491677511,0.12639674442942933
-0.3305129247059041,-0.5907407639882212,0.1253923074449066
-0.3421083697670957,-0.5712125036683597,0.12356669304732053
-0.3404732431509505,-0.550637975897219,0.1215438564442591
-0.319698587221089,-0.5265560348521721,0.12081169082304748
-0.32317903797310193,-0.503058868422091,0.1210141490162788
-0.3017963617951168,-0.48618751838738394,0.12071482504956177
-0.27453907373807995,-0.4640288737370541,0.11971300605891705
-0.25587339916263746,-0.4355359689358621,0.1175095278782742
-0.242741201612522,-0.4113301617381285,0.1135109785619552
-0.2231639525125751,-0.3705795634287363,0.1080864952467568
-0.20942666738136048,-0.3533998423319585,0.10163575833138576
-0.22498336230321064,-0.3700245601449952,0.09514924216634883
-0.2517814945055287,-0.3759854356008411,0.08976053810081636
-0.2727802821293401,-0.37032274529909137,0.08563196175522376
-0.2755473532499103,-0.3558477922147156,0.08227133028050869
-0.27141479683715203,-0.3370270914721457,0.07885921159285977
-0.2706187624077365,-0.32245058547201955,0.07517133088339575
-0.2837888276718986,-0.31354525145454937,0.07182466204269662
-0.29831629144421856,-0.30210221006107896,0.06892130683200405
-0.2878841623022261,-0.2814031446641972,0.06602929626144945
-0.2560070567862661,-0.2500314181102525,0.06322280682424257
-0.2185739262054205,-0.2160030056791909,0.059930243190355274
-0.18302612431788975,-0.19572484729400286,0.05590638659988234
-0.1671996810757685,-0.1807094602155153,0.05206491691624282
-0.17197587510943502,-0.17012212473607646,0.04865628888709789
-0.1851658790341934,-0.16102509882142407,0.045224098913051035
-0.1879502980527929,-0.15785474114755133,0.04133114201647769
-0.18123145536159335,-0.160532467379506,0.03736051796819058
-0.1671607379984139,-0.16414427920405855,0.03401035846898747
-0.15094358398302635,-0.16124205535394756,0.031449087791685794
-0.13680337858456934,-0.1485072250846108,0.029752627758747305
-0.13653588489899124,-0.12936316102908585,0.028406978905459675
-0.1359248336800725,-0.11952761634471692,0.02660841711127952
-0.14080461795571994,-0.11805406070975474,0.024957335638892884
