time,label,label_id,200Hz_roll,200Hz_pich,200Hz_yaw,100Hz_roll,100Hz_pich,100Hz_yaw,50Hz_roll,50Hz_pich,50Hz_yaw,25Hz_roll,25Hz_pich,25Hz_yaw
2018-05-29 21:02:43.855,none,-1,-0.16603025872209115,-0.06413938428685856,3.0310195004912583,-0.18647571118235926,-0.06896377576358292,3.0286188001051433,-0.22326125003985192,-0.07229445426858816,3.042006348132573,-0.32588635563969004,-0.06740206337976128,3.0127860457956723
2018-05-29 21:02:43.860,none,-1,-0.16084731019848836,-0.06292535941532343,3.0309989928725467,-0.18072641761237307,-0.06767059216575266,3.0285878205109205,-0.2176475982604887,-0.07149550569652524,3.041997185154,-0.3212503330927754,-0.06794183408780774,3.0128170253898956
2018-05-29 21:02:43.865,none,-1,-0.15480532004290468,-0.06125663789648265,3.031048298423916,-0.17580032862936498,-0.06696399037666408,3.028635380733037,-0.2150647255799511,-0.07195412637991062,3.042039945720674,-0.31661431054586076,-0.0684816047958542,3.0128480049841184
2018-05-29 21:02:43.870,none,-1,-0.15123970235386702,-0.06130514780019141,3.031142546203524,-0.1708742396463569,-0.06625738858757549,3.0286829409551537,-0.2124818528994135,-0.072412747063296,3.042082706287348,-0.3119782879989461,-0.06902137550390067,3.0128789845783412
2018-05-29 21:02:43.875,none,-1,-0.15071737421888032,-0.06248270801892239,3.0312647192511637,-0.17113847680270822,-0.06760011944039407,3.0287706437500663,-0.20989898021887587,-0.07287136774668139,3.0421254668540216,-0.3073422654520315,-0.06956114621194712,3.012909964172564
2018-05-29 21:02:43.880,none,-1,-0.1560329144943666,-0.06593077805628697,3.03138209264336,-0.17140271395905954,-0.06894285029321266,3.0288583465449794,-0.20731610753833826,-0.07332998843006677,3.042168227420696,-0.3027062429051169,-0.07010091691999358,3.012940943766787
2018-05-29 21:02:43.885,none,-1,-0.15984542954793293,-0.06995729573336648,3.0314222352161564,-0.17135768849352123,-0.07037989787184581,3.028867509523552,-0.20523207812646313,-0.07392902869428722,3.04201027512339,-0.2972644003656626,-0.07035979479297857,3.0129357077790306
2018-05-29 21:02:43.890,none,-1,-0.16224985223450733,-0.07230795775732116,3.031388637628055,-0.17131266302798293,-0.07181694545047898,3.028876672502125,-0.20314804871458803,-0.07452806895850768,3.0418523228260845,-0.2918225578262083,-0.07061867266596357,3.012930471791275
2018-05-29 21:02:43.895,none,-1,-0.16808011047681828,-0.07423167178927363,3.0312498839525213,-0.1712029442018817,-0.07294448071439902,3.0286449800439232,-0.2010640193027129,-0.07512710922272814,3.0416943705287784,-0.286380715286754,-0.07087755053894856,3.012925235803519
2018-05-29 21:02:43.900,none,-1,-0.16813893461075316,-0.07558115376511189,3.0309440150011087,-0.1710932253757805,-0.07407201597831907,3.028413287585721,-0.19897998989083776,-0.07572614948694859,3.041536418231473,-0.2809388727472998,-0.07113642841193357,3.0129199998157628
2018-05-29 21:02:43.905,none,-1,-0.16350486127017486,-0.07769883604861898,3.0305055010265454,-0.16645702487853342,-0.07421593271385299,3.0280293151502824,-0.19376078543573144,-0.075615493343477,3.0412903268069416,-0.2754970302078455,-0.07139530628491857,3.0129147638280065
2018-05-29 21:02:43.910,none,-1,-0.1556722194420609,-0.07674922157174327,3.030081822350624,-0.1618208243812863,-0.0743598494493869,3.0276453427148438,-0.18854158098062515,-0.0755048372000054,3.0410442353824108,-0.2700551876683912,-0.07165418415790356,3.0129095278402507
2018-05-29 21:02:43.915,none,-1,-0.1487136620213149,-0.07582473283682421,3.0297864253747235,-0.1556187112706126,-0.07403975134014176,3.027414086588954,-0.18332237652551886,-0.07539418105653381,3.0407981439578795,-0.2646133451289369,-0.07191306203088856,3.012904291852495
2018-05-29 21:02:43.920,none,-1,-0.13924894681638947,-0.07452021124575603,3.0296289094097317,-0.14941659815993893,-0.07371965323089663,3.027182830463065,-0.17810317207041254,-0.07528352491306223,3.0405520525333483,-0.2591715025894826,-0.07217193990387355,3.0128990558647386
